r_id,t_id,l_id,City,Rating,Review
3512778,42928,120,Bijapur,3,"One of the big size dam, well maintained gardens, Mughal style garden with musical fountain from 730 pm. Worth visiting if you are around Bagalkote, Badami."
9875987,33564,120,Bijapur,4,Almatti Dam built on River Krishna is one of the most beautiful place to visit close to Bijapur.  It is about 65 kilometres away from Bijapur town.  There are seven terrace gardens built into tourist spots near by the dam.  The rock garden is very...
2841125,24132,88,Bikaner,3,The Acharya Tulsi Samadhi has been constructed as a memorial to the famous Jain Acharya Tulsi. The premises are maintained very well and there is also a small museum here showcasing the history and origin of Jainism in India.
6114997,10677,88,Bikaner,3,Very well made and you know the history of Acharya Tusli (JAIN SAMAJ). you can sit and mediate at this place for some time.
5231926,53783,88,Bikaner,4,"Famous Jain Saint Acharya Tulsi is died here..in memory of him ..his followers created such a nice place,which is called samadhi..best place to meditate and introspect..small museum and library will give you more about Jainism..This place is in suburbs of Bikaner.."
3348738,42928,88,Bikaner,3,All follower and fans of Acharya Tulsiji want to inform you that I have 5.Rs coin on which his photo is there u can see in image and if u wanna buy then call me at 9137032743.
9761832,33564,88,Bikaner,5,This is a quiet and serene memorial in the memory of Acharya Tulsi of the Terapanth Jain sect. You can visit this place for inner peace..
8809318,24132,298,Bodh Gaya,5,"Buddha  spent  51 days after the supreme spiritual wisdom of Nirvana,ONE OF THE PRINCIPLE WHICH BUDDHISM SIGNIFIES.The place is a must see for Buddhist and Believers.
this is a holy place and worth worshiping."
8518877,10677,298,Bodh Gaya,5,"This place is important to Buddhists, it brought back all what we knew about Buddhism, when you come to Bodhgaya this place too is worshipped as it signifies the seven weeks Lord Buddha spent expeincing the bliss of ""Nirvana"""
9690162,53783,298,Bodh Gaya,4,"This is samll temple located on the right hand side to the main temple as you enter the temple campus. This is the place where Budha, after his enlighenment, is supposed to have sat down and gazed the place and tree without blinking for days..."
2670886,42928,298,Bodh Gaya,4,"This place too is important to all Buddhists, its well maintained.A must see for all Buddhists.this is my second visit, hoping I will be able to come again as soon as possible."
3840705,33564,298,Bodh Gaya,5,"A interesting place to visit if you are in Bodhgaya. Not Allow to take pictures inside. The collection is not large, but quite special."
8264012,24132,220,Bolpur,4,Nice for an outing on a sunny winter afternoon. Vendors offer interesting items to savor. Quality of handicrafts being sold is of a lower category. The folk dancers were a bit too synthetic with plastic flowers and plastic musical instruments.
1193928,10677,220,Bolpur,4,Its one of the most attractive weekend spot near Shantiniketan. All local made handcrafts are available here. Now a days it starts at 2 PM and continue till evening.
7793555,53783,220,Bolpur,4,"YOU CAN EXPERIENCE ABOUT TRIBAL LIFE.YOU WILL BE MIND FRESH FOR SOMETIMES.YOU CAN ALSO PARTICIPATE WITH THEM.WE WENT TO VISIT THE KHOAI MELA WITH OUR FIVE FAMILY MEMBERS.IT IS SUITABLE FOR THREE OR FOUR DAYS PROGRAMME. you are in Santiniketan on a Saturday, you cannot..."
4198800,42928,220,Bolpur,4,"The river is famous. One can see it near a temple in Shantiniketan, flowing by. However, the river does not have much water in it. Its nearly dry. 
This mela takes place near the river, of the Bauls and Santhals singing and dancing and celebrating..."
5051967,33564,220,Bolpur,5,"If you are in Santiniketan on a Saturday, you cannot afford to miss the Sanibarer Hat or Sonajhuri Hat. Hundreds of artisans selling their hand-made stuff near the Sonajhuri forest, is an absolute delight to watch. You can buy Khesh/Kantha stich/Handloom sarees, dress materials, hand-made..."
1025891,24132,156,Chamba,3,"I went to Bhalei Mata Temple. Bhalei Mata Temple is situated 3800 feet high at a place called Bhalei, now a sub-Tehsil headquarter. This temple is 40 km away from Chamba and 35 km away from Dalhousie. The deity here is Bhadar Kali and she..."
1808595,10677,156,Chamba,4,The village of BHalai is 40km from Chamba And the temple of Bhadra Kali.There is excellent view of the Chamera Lake from the temple.
6324748,53783,156,Chamba,4,Temple which is also known as Bhadrakali temple. It requires walking atleast 1 km on a steep road. Nice to visit the temple.
9972162,42928,156,Chamba,5,Jai Bhalei Mata..very long time..but worth of visit...but if you want to get the blessings of Goddess Bhalei than...it is not about worth...but a must visit.
3371356,33564,156,Chamba,4,A short drive from Chamera Lake. Has an area where cars can be parked and then one has to walk up a narrow concrete pathway lined with shops( look new) selling various things but primarily things required for worship at the temple. The temple is...
8980178,24132,95,Chandigarh,2,Today I visited the War Memorial @ Chandigarh. Its inside the Bougenvillia Garden in Sec 3 & close to Rock Garden & Shukna Lake. Infact on the same stretch of road but unfortunately many localites are not aware of it. It also attracts quite less...
5995202,10677,95,Chandigarh,4,"Its a beautiful park with a war memorial here.
It is very huge and people generally go here for long walks or some relaxation.
Nothing much to do here."
2836429,53783,95,Chandigarh,4,"Date of Visit: 30th Mar 2013

Fees: None 

This one of the places in the half-day city bus tour that you can take from Shivalik View Hotel at 10am for 50 INR. 

+ points:
(1) It's not crowded and it's a large and relaxing place..."
5389492,42928,95,Chandigarh,2,"You can visit this garden also after visiting rose garden,and mind you, a waste of time .A park with bouganvillea  creepers of same colour.and most of them ,without flowers."
5484688,33564,95,Chandigarh,5,Lot of beautiful flowers around and a lovely place to go with your family.  Your enjoy beautiful flowers all blooming around.
1703795,24132,236,Chennai,5,"A beautiful complex having all muruga perumals in one complex. It is just beautiful and the prohits in the complex are very helpful, It is a very comfortable temple and we can come out of the temple feeling that we have visited the main temple"
3246199,10677,236,Chennai,3,this is a lord murugan temple.six avatars of lord murugan we can see here.this is on the besant nagar beach.
2754467,53783,236,Chennai,3,"In the year 1984, the sage Kanchi Paramacharya was camping at Gulbarga in Karnataka State, when Dr. Alagappa Alagappan, an Ex-UN Official went to have his darshan. He mentioned to the Acharya regarding having a single temple complex for all the six Padai Veedu temples..."
4250419,42928,236,Chennai,4,"Located at Besant Nagar,Aarupadai Veedu temple attracts a lot of people from across the globe.While lord Murugan is the famed lord in tamil nadu but you rarely find all the six avatars of Lord Murugan under one roof.This rare form can be found at Aarupadai..."
